Loan_ID,Applicant_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,Has_CreditCard,LoanAmount,Loan_Amount_Term,Owns_Car,Owns_House,Property_Area,Loan_Status
LN5697,Customer_5797,Female,No,3,Not Graduate,No,24557,5186,Yes,75,120,Unknown,0,Semiurban,N
LN5698,Customer_5798,Other,Yes,3,Graduate,No,64609,7236,Yes,99,300,Unknown,1,Semiurban,N
LN5699,Customer_5799,Other,No,3,Graduate,Yes,29659,48351,Yes,690,300,Unknown,0,Urban,N
LN5700,Customer_5800,Male,Yes,2,Not Graduate,Yes,6905,39369,Yes,414,360,Unknown,0,Urban,N
LN5701,Customer_5801,Male,Yes,1,Graduate,Yes,41814,33994,Yes,194,120,Unknown,0,Urban,N
LN5702,Customer_5802,Other,No,3,Not Graduate,No,41848,2640,Yes,194,300,Unknown,0,Semiurban,Y
LN5703,Customer_5803,Female,No,0,Graduate,Yes,58308,36417,Yes,216,60,No,1,Semiurban,Y
LN5704,Customer_5804,Male,No,2,Not Graduate,Yes,37872,47400,Yes,92,180,Unknown,1,Rural,Y
LN5705,Customer_5805,Other,No,0,Not Graduate,Yes,173760,29617,Yes,602,300,Yes,0,Rural,Y
LN5706,Customer_5806,Male,No,2,Graduate,No,50881,38405,Yes,64,120,Unknown,1,Urban,Y
LN5707,Customer_5807,Male,Yes,2,Not Graduate,Yes,16118,35971,Yes,178,180,Unknown,1,Urban,N
LN5708,Customer_5808,Male,Yes,0,Not Graduate,No,32888,9992,Yes,107,180,Yes,0,Rural,Y
LN5709,Customer_5809,Other,No,0,Not Graduate,No,50460,40003,Yes,103,180,Unknown,0,Rural,Y
LN5710,Customer_5810,Female,No,3,Graduate,No,60965,7293,Yes,273,360,Unknown,0,Urban,N
LN5711,Customer_5811,Female,Yes,0,Not Graduate,No,31289,42376,Yes,182,360,Unknown,0,Urban,N
LN5712,Customer_5812,Female,Yes,1,Not Graduate,No,44594,24234,Yes,623,180,Unknown,0,Urban,N
LN5713,Customer_5813,Male,No,2,Graduate,Yes,30588,30748,Yes,292,60,Unknown,0,Urban,N
LN5714,Customer_5814,Other,No,2,Not Graduate,No,58013,22322,Yes,259,360,Unknown,0,Rural,N
LN5715,Customer_5815,Male,Yes,3,Graduate,No,38108,34729,Yes,291,180,Unknown,1,Urban,Y
LN5716,Customer_5816,Female,No,2,Graduate,No,39584,6947,Yes,432,180,Unknown,0,Urban,N
LN5717,Customer_5817,Female,Yes,0,Not Graduate,Yes,61172,843,Yes,259,240,Yes,0,Rural,N
LN5718,Customer_5818,Other,Yes,2,Graduate,No,38049,49145,Yes,264,360,Unknown,1,Rural,Y
LN5719,Customer_5819,Male,No,2,Not Graduate,No,59615,26216,Yes,293,240,Unknown,1,Urban,Y
LN5720,Customer_5820,Female,Yes,0,Not Graduate,No,74358,43269,Yes,120,60,Unknown,0,Urban,N
LN5721,Customer_5821,Other,Yes,0,Not Graduate,Yes,28112,49916,Yes,139,60,Yes,0,Semiurban,Y
LN5722,Customer_5822,Male,Yes,2,Graduate,No,19037,42660,Yes,498,180,Unknown,1,Urban,N
LN5723,Customer_5823,Male,No,1,Graduate,No,11996,43299,Yes,205,180,Unknown,1,Urban,Y
LN5724,Customer_5824,Female,Yes,0,Not Graduate,No,26066,7403,Yes,427,240,Yes,1,Rural,N
LN5725,Customer_5825,Female,No,1,Not Graduate,No,43865,21013,Yes,133,120,Unknown,0,Urban,N
LN5726,Customer_5826,Male,Yes,1,Graduate,No,52707,1604,Yes,474,180,Yes,1,Urban,Y
LN5727,Customer_5827,Male,Yes,3,Not Graduate,No,11067,42229,Yes,535,60,Unknown,1,Semiurban,N
LN5728,Customer_5828,Female,Yes,1,Graduate,No,8341,12862,Yes,131,60,Unknown,0,Urban,N
LN5729,Customer_5829,Male,Yes,3,Graduate,Yes,24427,45292,Yes,235,360,Yes,1,Urban,N
LN5730,Customer_5830,Female,Yes,1,Not Graduate,Yes,64667,11594,Yes,138,300,Unknown,0,Rural,N
LN5731,Customer_5831,Male,No,3,Not Graduate,Yes,29440,6506,Yes,209,60,Unknown,0,Semiurban,N
LN5732,Customer_5832,Female,No,0,Not Graduate,No,64693,33298,Yes,419,300,Unknown,1,Urban,Y
LN5733,Customer_5833,Other,Yes,2,Graduate,Yes,70630,2790,Yes,611,300,Unknown,0,Semiurban,N
LN5734,Customer_5834,Female,No,2,Graduate,No,22314,36709,Yes,228,240,Unknown,1,Urban,Y
LN5735,Customer_5835,Female,No,3,Graduate,Yes,46587,12414,Yes,254,180,Unknown,1,Urban,Y
LN5736,Customer_5836,Other,Yes,0,Graduate,Yes,6520,25233,Yes,580,60,Unknown,0,Rural,N
LN5737,Customer_5837,Male,No,3,Not Graduate,No,52210,49009,Yes,564,60,Unknown,1,Urban,Y
LN5738,Customer_5838,Other,No,3,Graduate,No,35136,42824,Yes,165,120,No,1,Semiurban,Y
LN5739,Customer_5839,Female,No,0,Not Graduate,No,55854,21617,Yes,396,360,Unknown,1,Semiurban,Y
LN5740,Customer_5840,Male,No,1,Graduate,No,62065,42128,Yes,450,300,Yes,1,Urban,Y
LN5741,Customer_5841,Other,Yes,1,Graduate,No,21991,5792,Yes,348,300,Unknown,1,Semiurban,Y
LN5742,Customer_5842,Male,No,0,Not Graduate,Yes,8110,32723,Yes,559,360,Unknown,1,Rural,Y
LN5743,Customer_5843,Male,Yes,3,Graduate,No,49270,18870,Yes,157,300,Unknown,0,Semiurban,N
LN5744,Customer_5844,Other,Yes,2,Not Graduate,Yes,44224,48465,Yes,101,240,Unknown,1,Semiurban,Y
LN5745,Customer_5845,Male,No,3,Graduate,Yes,63558,43415,Yes,402,180,Yes,1,Urban,Y
LN5746,Customer_5846,Other,Yes,1,Not Graduate,No,38252,14924,Yes,589,180,Unknown,0,Semiurban,Y
LN5747,Customer_5847,Female,No,0,Graduate,Yes,54887,48295,Yes,261,120,Unknown,1,Rural,Y
LN5748,Customer_5848,Male,Yes,0,Graduate,Yes,35583,19227,Yes,158,240,Unknown,1,Semiurban,Y
LN5749,Customer_5849,Female,No,0,Not Graduate,No,36645,40557,Yes,419,120,Unknown,0,Rural,N
LN5750,Customer_5850,Female,No,1,Not Graduate,No,46664,26306,Yes,578,300,Unknown,0,Rural,N
LN5751,Customer_5851,Male,Yes,3,Not Graduate,Yes,38230,44771,Yes,289,60,Unknown,1,Rural,Y
LN5752,Customer_5852,Other,No,0,Graduate,Yes,40261,28618,Yes,451,180,Unknown,0,Rural,N
LN5753,Customer_5853,Male,No,2,Graduate,Yes,27365,19622,Yes,229,120,Unknown,1,Semiurban,N
LN5754,Customer_5854,Female,No,0,Graduate,No,568170,38052,Yes,321,120,No,1,Semiurban,Y
LN5755,Customer_5855,Female,No,3,Graduate,No,64190,2689,Yes,134,240,Unknown,0,Urban,N
LN5756,Customer_5856,Other,Yes,1,Graduate,No,25331,44293,Yes,544,60,Yes,0,Rural,N
LN5757,Customer_5857,Male,Yes,2,Graduate,Yes,27805,14899,Yes,350,300,Unknown,0,Urban,Y
LN5758,Customer_5858,Female,Yes,2,Not Graduate,No,32374,36100,Yes,470,360,Unknown,0,Rural,Y
LN5759,Customer_5859,Female,No,0,Graduate,No,20811,6954,Yes,259,240,Unknown,1,Rural,Y
LN5760,Customer_5860,Female,Yes,3,Graduate,Yes,21083,40031,Yes,357,240,Yes,0,Rural,N
LN5761,Customer_5861,Other,No,0,Not Graduate,Yes,49610,25956,Yes,111,300,Unknown,0,Semiurban,N
LN5762,Customer_5862,Female,No,2,Not Graduate,Yes,15161,31089,Yes,54,360,Unknown,0,Rural,N
LN5763,Customer_5863,Female,No,0,Not Graduate,No,224030,39818,Yes,545,240,Unknown,1,Rural,N
LN5764,Customer_5864,Male,Yes,3,Not Graduate,No,56424,48848,Yes,156,120,Unknown,1,Urban,Y
LN5765,Customer_5865,Male,Yes,1,Not Graduate,No,28805,21645,Yes,572,120,Yes,0,Rural,N
LN5766,Customer_5866,Female,Yes,2,Graduate,No,13468,13057,Yes,523,120,Unknown,1,Urban,N
LN5767,Customer_5867,Female,Yes,3,Graduate,No,14135,42150,Yes,436,60,Unknown,1,Semiurban,N
LN5768,Customer_5868,Male,No,0,Not Graduate,No,60974,7870,Yes,228,60,Unknown,0,Semiurban,Y
LN5769,Customer_5869,Other,Yes,2,Not Graduate,No,66135,17726,Yes,539,120,Unknown,1,Rural,Y
LN5770,Customer_5870,Other,Yes,0,Graduate,Yes,67699,4753,Yes,115,360,Unknown,1,Rural,Y
LN5771,Customer_5871,Other,Yes,0,Not Graduate,No,23155,7136,Yes,578,60,Unknown,1,Urban,Y
LN5772,Customer_5872,Other,Yes,1,Graduate,No,69036,27982,Yes,436,300,Yes,1,Urban,Y
LN5773,Customer_5873,Other,No,0,Graduate,Yes,24990,25564,Yes,436,300,Unknown,1,Semiurban,N
LN5774,Customer_5874,Other,Yes,0,Not Graduate,Yes,24991,44505,Yes,601,360,Unknown,1,Rural,Y
LN5775,Customer_5875,Other,Yes,3,Graduate,Yes,49045,48768,Yes,385,300,Unknown,1,Rural,N
LN5776,Customer_5876,Other,Yes,0,Graduate,Yes,22134,49149,Yes,637,120,Unknown,1,Urban,N
LN5777,Customer_5877,Male,No,1,Graduate,No,53464,121,Yes,100,360,Unknown,1,Urban,Y
LN5778,Customer_5878,Other,Yes,0,Graduate,No,40504,2214,Yes,690,120,Yes,1,Semiurban,N
LN5779,Customer_5879,Other,Yes,0,Not Graduate,Yes,3608,41793,Yes,356,300,Yes,1,Semiurban,N
LN5780,Customer_5880,Other,Yes,0,Not Graduate,Yes,47003,34837,Yes,309,240,Unknown,1,Rural,Y
LN5781,Customer_5881,Female,No,2,Not Graduate,No,21047,10076,Yes,260,360,Yes,0,Urban,N
LN5782,Customer_5882,Male,No,1,Not Graduate,Yes,6294,12248,Yes,693,180,Yes,0,Semiurban,N
LN5783,Customer_5883,Male,Yes,2,Not Graduate,Yes,25406,1962,Yes,480,180,Unknown,1,Urban,Y
LN5784,Customer_5884,Male,Yes,1,Graduate,No,37299,20407,Yes,645,60,Unknown,0,Semiurban,Y
LN5785,Customer_5885,Other,No,1,Graduate,Yes,50043,24983,Yes,98,120,Unknown,1,Rural,Y
LN5786,Customer_5886,Other,No,3,Graduate,No,32750,29153,Yes,490,300,Unknown,0,Semiurban,N
LN5787,Customer_5887,Female,No,2,Graduate,Yes,39984,6442,Yes,295,120,Unknown,1,Semiurban,Y
LN5788,Customer_5888,Male,No,1,Not Graduate,No,59536,47919,Yes,600,60,Unknown,1,Urban,Y
LN5789,Customer_5889,Other,No,1,Not Graduate,Yes,6706,18753,Yes,501,60,Unknown,0,Semiurban,N
LN5790,Customer_5890,Male,Yes,3,Graduate,No,14266,26738,Yes,194,180,Yes,0,Urban,N
LN5791,Customer_5891,Female,Yes,2,Not Graduate,No,50544,18703,Yes,296,360,Unknown,1,Rural,Y
LN5792,Customer_5892,Female,Yes,0,Graduate,Yes,48116,40724,Yes,410,120,Unknown,0,Rural,N
LN5793,Customer_5893,Female,Yes,3,Graduate,Yes,67213,5555,Yes,65,300,Yes,1,Semiurban,Y
LN5794,Customer_5894,Male,No,1,Not Graduate,Yes,49326,1892,Yes,439,180,Unknown,1,Rural,N
LN5795,Customer_5895,Other,No,2,Not Graduate,Yes,72354,39175,Yes,397,360,Unknown,1,Urban,Y
LN5796,Customer_5896,Other,No,1,Not Graduate,Yes,11087,10489,Yes,330,120,Unknown,0,Urban,N
LN5797,Customer_5897,Female,No,3,Graduate,No,51416,46541,Yes,600,360,Unknown,0,Semiurban,N
LN5798,Customer_5898,Other,No,3,Not Graduate,No,69583,15213,Yes,194,240,Unknown,1,Rural,Y
LN5799,Customer_5899,Female,Yes,2,Graduate,No,46413,47542,Yes,95,180,Unknown,1,Urban,Y
LN5800,Customer_5900,Male,Yes,3,Not Graduate,No,29838,23893,Yes,512,120,Unknown,0,Urban,N
LN5801,Customer_5901,Female,Yes,3,Graduate,Yes,64701,1489,Yes,419,360,No,1,Urban,Y
LN5802,Customer_5902,Male,Yes,0,Not Graduate,No,42034,29753,Yes,356,120,Yes,1,Urban,Y
LN5803,Customer_5903,Female,Yes,1,Graduate,No,13559,26628,Yes,451,300,Unknown,1,Urban,Y
LN5804,Customer_5904,Other,No,0,Graduate,No,60229,36777,Yes,543,300,Unknown,0,Rural,N
LN5805,Customer_5905,Other,No,0,Not Graduate,Yes,6408,15982,Yes,581,120,Unknown,1,Semiurban,N
LN5806,Customer_5906,Female,No,2,Graduate,Yes,26878,26476,Yes,392,180,Yes,1,Semiurban,Y
LN5807,Customer_5907,Other,No,3,Not Graduate,No,21068,1821,Yes,182,60,No,1,Urban,N
LN5808,Customer_5908,Other,No,1,Not Graduate,Yes,49144,27486,Yes,561,120,No,1,Rural,Y
LN5809,Customer_5909,Other,Yes,1,Not Graduate,No,64808,12552,Yes,367,120,Unknown,1,Rural,Y
LN5810,Customer_5910,Male,Yes,1,Graduate,Yes,30309,17656,Yes,317,120,Unknown,1,Urban,Y
LN5811,Customer_5911,Other,Yes,3,Not Graduate,Yes,35391,30814,Yes,642,120,Yes,1,Rural,Y
LN5812,Customer_5912,Male,No,1,Graduate,Yes,58027,42846,Yes,273,180,Unknown,1,Semiurban,Y
LN5813,Customer_5913,Female,No,1,Not Graduate,No,61974,11058,Yes,51,240,Yes,1,Urban,Y
LN5814,Customer_5914,Other,No,3,Not Graduate,Yes,37971,8888,Yes,686,240,Unknown,1,Urban,Y
LN5815,Customer_5915,Other,No,2,Graduate,No,57851,10556,Yes,290,360,Yes,1,Semiurban,Y
LN5816,Customer_5916,Other,Yes,1,Graduate,Yes,52698,20598,Yes,166,180,Unknown,0,Semiurban,N
LN5817,Customer_5917,Female,No,3,Not Graduate,No,24345,19225,Yes,598,180,Yes,0,Rural,N
LN5818,Customer_5918,Male,Yes,0,Graduate,No,70107,43209,Yes,486,180,Unknown,1,Rural,Y
LN5819,Customer_5919,Male,No,3,Not Graduate,No,42352,24325,Yes,360,300,Unknown,1,Semiurban,Y
LN5820,Customer_5920,Other,Yes,0,Graduate,No,60797,44084,Yes,265,180,Unknown,0,Rural,N
LN5821,Customer_5921,Female,No,3,Graduate,No,54843,35132,Yes,610,300,Yes,0,Semiurban,N
LN5822,Customer_5922,Female,No,1,Not Graduate,No,12949,28320,Yes,266,240,Unknown,1,Rural,N
LN5823,Customer_5923,Female,Yes,2,Graduate,Yes,40542,5363,Yes,620,240,Unknown,0,Rural,N
LN5824,Customer_5924,Female,Yes,2,Not Graduate,No,35827,16300,Yes,621,300,Unknown,1,Urban,N
LN5825,Customer_5925,Female,No,1,Not Graduate,Yes,10001,1117,Yes,394,120,Unknown,1,Urban,Y
LN5826,Customer_5926,Male,Yes,0,Graduate,No,10948,32295,Yes,127,240,Unknown,0,Semiurban,Y
LN5827,Customer_5927,Male,No,3,Not Graduate,No,28295,7447,Yes,168,120,Unknown,0,Semiurban,N
LN5828,Customer_5928,Male,No,1,Graduate,Yes,338110,17196,Yes,479,360,Unknown,1,Semiurban,Y
LN5829,Customer_5929,Other,Yes,3,Graduate,No,44522,32805,Yes,368,300,Yes,0,Rural,N
LN5830,Customer_5930,Female,No,1,Not Graduate,Yes,44942,2460,Yes,688,60,Unknown,1,Urban,Y
LN5831,Customer_5931,Other,No,1,Graduate,No,63310,47054,Yes,256,360,Unknown,0,Urban,Y
LN5832,Customer_5932,Female,Yes,3,Not Graduate,Yes,676790,20103,Yes,371,300,Unknown,1,Semiurban,Y
LN5833,Customer_5933,Male,No,2,Not Graduate,Yes,32225,9046,Yes,646,360,No,1,Rural,Y
LN5834,Customer_5934,Other,No,2,Graduate,No,53882,44906,Yes,53,360,Unknown,0,Semiurban,Y
LN5835,Customer_5935,Male,No,0,Graduate,Yes,23723,10440,Yes,226,180,Unknown,1,Urban,N
LN5836,Customer_5936,Female,No,3,Not Graduate,Yes,62719,35122,Yes,398,60,Unknown,0,Urban,Y
LN5837,Customer_5937,Female,Yes,0,Not Graduate,No,37730,4042,Yes,359,240,Unknown,1,Urban,Y
LN5838,Customer_5938,Female,Yes,1,Not Graduate,No,18136,49326,Yes,129,300,Yes,1,Urban,Y
LN5839,Customer_5939,Male,Yes,0,Graduate,No,45148,44023,Yes,93,240,Unknown,1,Semiurban,Y
LN5840,Customer_5940,Female,No,1,Graduate,Yes,74501,15329,Yes,532,180,Yes,0,Semiurban,N
LN5841,Customer_5941,Male,Yes,3,Not Graduate,Yes,71214,49823,Yes,502,240,Unknown,0,Semiurban,N
LN5842,Customer_5942,Other,Yes,3,Graduate,Yes,65399,33461,Yes,248,60,Unknown,1,Rural,Y
LN5843,Customer_5943,Female,Yes,3,Not Graduate,No,46967,8739,Yes,257,300,Unknown,1,Urban,Y
LN5844,Customer_5944,Female,No,3,Graduate,No,41075,5976,Yes,243,180,Unknown,1,Semiurban,Y
LN5845,Customer_5945,Female,Yes,0,Not Graduate,Yes,22507,33890,Yes,61,120,Unknown,0,Semiurban,N
LN5846,Customer_5946,Other,Yes,1,Not Graduate,No,52475,4368,Yes,438,180,No,0,Urban,N
LN5847,Customer_5947,Female,No,2,Not Graduate,No,64027,3023,Yes,175,60,Unknown,1,Semiurban,N
LN5848,Customer_5948,Male,No,3,Not Graduate,No,35081,8975,Yes,397,300,Unknown,1,Rural,Y
LN5849,Customer_5949,Male,No,3,Not Graduate,No,5342,25785,Yes,121,360,Yes,0,Urban,N
LN5850,Customer_5950,Female,No,1,Not Graduate,No,47360,41899,Yes,489,240,Unknown,1,Semiurban,Y
LN5851,Customer_5951,Female,No,2,Graduate,Yes,13167,47664,Yes,351,60,Unknown,1,Rural,N
LN5852,Customer_5952,Other,No,3,Not Graduate,Yes,65853,49245,Yes,633,360,Unknown,0,Semiurban,N
LN5853,Customer_5953,Other,Yes,2,Not Graduate,No,51303,9522,Yes,398,120,Unknown,0,Urban,N
LN5854,Customer_5954,Other,Yes,3,Not Graduate,No,69991,42721,Yes,170,360,Unknown,1,Urban,Y
LN5855,Customer_5955,Female,No,0,Not Graduate,Yes,61306,39428,Yes,349,240,Unknown,0,Urban,N
LN5856,Customer_5956,Other,No,0,Not Graduate,Yes,29293,14176,Yes,604,360,No,1,Rural,Y
LN5857,Customer_5957,Other,Yes,2,Graduate,Yes,105390,21433,Yes,257,180,Unknown,0,Urban,N
LN5858,Customer_5958,Male,No,1,Not Graduate,Yes,265890,18605,Yes,523,300,Unknown,0,Urban,N
LN5859,Customer_5959,Other,No,1,Not Graduate,Yes,15719,19126,Yes,263,60,Unknown,0,Rural,N
LN5860,Customer_5960,Male,Yes,0,Not Graduate,No,6591,1096,Yes,384,60,Unknown,0,Rural,N
LN5861,Customer_5961,Male,No,1,Not Graduate,Yes,24098,24575,Yes,126,360,Unknown,0,Urban,N
LN5862,Customer_5962,Other,No,1,Graduate,Yes,73250,29840,Yes,199,300,Unknown,0,Rural,N
LN5863,Customer_5963,Male,Yes,1,Graduate,Yes,32603,46743,Yes,301,300,Unknown,1,Rural,Y
LN5864,Customer_5964,Female,Yes,2,Not Graduate,Yes,7667,18487,Yes,621,60,Yes,1,Semiurban,Y
LN5865,Customer_5965,Female,Yes,2,Not Graduate,No,67574,4729,Yes,262,300,No,1,Semiurban,Y
LN5866,Customer_5966,Other,Yes,1,Graduate,No,51100,15229,Yes,624,180,Unknown,1,Urban,Y
LN5867,Customer_5967,Female,Yes,0,Not Graduate,Yes,27238,37067,Yes,547,300,No,0,Semiurban,N
LN5868,Customer_5968,Male,No,1,Graduate,Yes,67311,20046,Yes,78,60,Yes,0,Urban,N
LN5869,Customer_5969,Female,No,3,Not Graduate,No,29110,40975,Yes,562,360,Unknown,1,Rural,N
LN5870,Customer_5970,Other,No,0,Graduate,Yes,14184,49277,Yes,122,60,Unknown,0,Semiurban,Y
LN5871,Customer_5971,Other,No,2,Graduate,Yes,28482,31185,Yes,255,300,Unknown,0,Rural,N
LN5872,Customer_5972,Male,No,3,Not Graduate,No,45564,47893,Yes,101,180,Unknown,1,Semiurban,N
LN5873,Customer_5973,Other,Yes,1,Not Graduate,No,18660,22381,Yes,371,60,Unknown,1,Semiurban,N
LN5874,Customer_5974,Female,No,1,Not Graduate,Yes,27479,48555,Yes,676,300,Unknown,1,Semiurban,Y
LN5875,Customer_5975,Other,No,0,Not Graduate,Yes,67215,44382,Yes,275,360,Unknown,0,Rural,N
LN5876,Customer_5976,Male,No,0,Graduate,No,69444,4174,Yes,649,180,Unknown,0,Semiurban,N
LN5877,Customer_5977,Other,No,1,Graduate,No,40230,11764,Yes,111,120,Unknown,0,Semiurban,N
LN5878,Customer_5978,Female,No,1,Not Graduate,No,72619,21882,Yes,68,120,Unknown,1,Semiurban,Y
LN5879,Customer_5979,Male,Yes,0,Graduate,Yes,6340,39175,Yes,360,360,Unknown,0,Rural,N
LN5880,Customer_5980,Female,No,3,Not Graduate,Yes,34829,35120,Yes,640,240,Yes,0,Urban,N
LN5881,Customer_5981,Male,No,2,Not Graduate,Yes,10039,42471,Yes,490,300,Yes,0,Semiurban,N
LN5882,Customer_5982,Other,No,0,Not Graduate,No,10155,6883,Yes,572,60,Unknown,0,Semiurban,N
LN5883,Customer_5983,Male,No,3,Graduate,Yes,42438,4220,Yes,134,240,Unknown,1,Semiurban,Y
LN5884,Customer_5984,Male,No,1,Not Graduate,No,15237,28293,Yes,588,180,Unknown,0,Urban,N
LN5885,Customer_5985,Other,No,2,Graduate,Yes,3002,24656,Yes,52,300,Yes,0,Urban,N
LN5886,Customer_5986,Female,Yes,3,Not Graduate,No,49794,42604,Yes,292,60,Unknown,0,Rural,Y
LN5887,Customer_5987,Other,No,2,Graduate,Yes,68860,174,Yes,454,60,Unknown,1,Semiurban,Y
LN5888,Customer_5988,Male,Yes,2,Graduate,No,65703,48252,Yes,92,60,Unknown,0,Urban,N
LN5889,Customer_5989,Other,Yes,2,Graduate,No,41902,41307,Yes,650,240,Yes,1,Rural,Y
LN5890,Customer_5990,Male,No,3,Graduate,No,24275,10104,Yes,282,360,Unknown,0,Urban,Y
LN5891,Customer_5991,Other,No,3,Not Graduate,No,54734,25966,Yes,557,180,No,0,Semiurban,N
LN5892,Customer_5992,Other,No,1,Graduate,Yes,66261,17822,Yes,399,300,Unknown,0,Urban,N
LN5893,Customer_5993,Female,Yes,2,Graduate,No,35061,2925,Yes,489,120,Unknown,1,Urban,Y
LN5894,Customer_5994,Male,No,0,Not Graduate,Yes,38890,6986,Yes,600,60,Unknown,0,Urban,N
LN5895,Customer_5995,Female,No,0,Graduate,Yes,22498,31293,Yes,212,60,Unknown,1,Semiurban,N
LN5896,Customer_5996,Male,No,0,Not Graduate,No,68882,4819,Yes,348,300,Unknown,1,Urban,Y
LN5897,Customer_5997,Other,Yes,3,Graduate,No,16369,5371,Yes,70,60,Unknown,1,Semiurban,Y
LN5898,Customer_5998,Male,Yes,1,Not Graduate,Yes,48114,4703,Yes,59,180,Unknown,0,Rural,N
LN5899,Customer_5999,Female,No,3,Graduate,Yes,63071,11984,Yes,94,120,Yes,0,Semiurban,N
LN5900,Customer_6000,Female,Yes,2,Graduate,Yes,16997,23096,Yes,654,360,Yes,0,Semiurban,N
LN5901,Customer_6001,Female,No,0,Graduate,Yes,46518,22761,Yes,52,300,Unknown,1,Semiurban,N
LN5902,Customer_6002,Male,Yes,3,Graduate,Yes,27686,16741,Yes,92,240,Unknown,0,Semiurban,Y
LN5903,Customer_6003,Female,No,0,Not Graduate,Yes,65891,19781,Yes,229,240,Yes,1,Semiurban,Y
LN5904,Customer_6004,Female,Yes,3,Graduate,Yes,16074,9280,Yes,346,360,Unknown,1,Urban,N
LN5905,Customer_6005,Female,No,0,Not Graduate,No,21091,Unknown,Yes,426,180,Yes,1,Rural,Y
LN5906,Customer_6006,Other,No,2,Not Graduate,Yes,9715,5443,Yes,156,360,Unknown,1,Semiurban,Y
LN5907,Customer_6007,Other,Yes,0,Not Graduate,Yes,41821,9182,Yes,479,180,Unknown,0,Semiurban,Y
LN5908,Customer_6008,Male,Yes,2,Not Graduate,No,23199,44362,Yes,685,120,Unknown,1,Rural,Y
LN5909,Customer_6009,Male,Yes,2,Graduate,Yes,69050,2576,Yes,162,180,Unknown,1,Semiurban,N
LN5910,Customer_6010,Female,Yes,3,Graduate,Yes,58439,39046,Yes,426,120,Unknown,1,Urban,Y
LN5911,Customer_6011,Other,Yes,3,Graduate,No,6039,819,Yes,96,300,Unknown,1,Rural,N
LN5912,Customer_6012,Female,No,3,Graduate,Yes,138610,494500,Yes,333,300,Unknown,1,Urban,Y
LN5913,Customer_6013,Female,No,2,Graduate,Yes,68032,20609,Yes,380,360,Unknown,1,Rural,Y
LN5914,Customer_6014,Other,Yes,1,Graduate,No,55008,24313,Yes,285,360,Unknown,0,Urban,N
LN5915,Customer_6015,Other,No,1,Not Graduate,No,60668,6712,Yes,334,300,No,0,Rural,N
LN5916,Customer_6016,Other,No,2,Not Graduate,Yes,Unknown,14857,Yes,489,240,Unknown,0,Rural,N
LN5917,Customer_6017,Male,Yes,2,Graduate,No,39130,27083,Yes,298,120,Unknown,0,Urban,N
LN5918,Customer_6018,Male,No,3,Graduate,No,39258,21072,Yes,106,60,Unknown,1,Urban,Y
LN5919,Customer_6019,Female,No,3,Graduate,Yes,33691,27565,Yes,486,300,Unknown,1,Semiurban,Y
LN5920,Customer_6020,Male,Yes,3,Not Graduate,No,71714,48729,Yes,123,60,Unknown,0,Rural,N
LN5921,Customer_6021,Other,Yes,1,Graduate,No,26815,48004,Yes,168,60,Yes,0,Rural,N
LN5922,Customer_6022,Other,No,1,Graduate,Yes,28101,5751,Yes,620,240,Unknown,1,Rural,Y
LN5923,Customer_6023,Male,Yes,2,Graduate,Yes,28416,29285,Yes,340,60,Unknown,0,Urban,N
LN5924,Customer_6024,Female,No,1,Not Graduate,No,44026,5614,Yes,382,180,Unknown,1,Urban,N
LN5925,Customer_6025,Female,Yes,3,Not Graduate,No,28336,Unknown,Yes,107,300,Unknown,0,Rural,N
LN5926,Customer_6026,Male,Yes,3,Graduate,Yes,8260,20740,Yes,549,240,Unknown,0,Semiurban,Y
LN5927,Customer_6027,Female,Yes,3,Not Graduate,Yes,Unknown,Unknown,Yes,307,300,Unknown,0,Rural,N
LN5928,Customer_6028,Female,Yes,3,Not Graduate,No,32079,3207,Yes,531,60,Unknown,0,Rural,N
LN5929,Customer_6029,Female,No,3,Not Graduate,Yes,24283,49054,Yes,518,180,Unknown,1,Rural,Y
LN5930,Customer_6030,Other,Yes,0,Graduate,Yes,4467,2656,Yes,375,180,Unknown,1,Semiurban,N
LN5931,Customer_6031,Other,Yes,2,Graduate,No,9101,17634,Yes,112,120,Unknown,1,Rural,Y
LN5932,Customer_6032,Male,No,2,Not Graduate,No,5760,42772,Yes,229,180,Unknown,1,Urban,Y
LN5933,Customer_6033,Other,No,1,Not Graduate,Yes,15648,26418,Yes,280,180,Unknown,0,Semiurban,N
LN5934,Customer_6034,Female,No,3,Not Graduate,Yes,37161,14158,Yes,213,120,Unknown,1,Semiurban,Y
LN5935,Customer_6035,Other,No,0,Graduate,No,21083,49379,Yes,409,300,Unknown,1,Urban,N
LN5936,Customer_6036,Male,Yes,3,Not Graduate,Yes,20504,36666,Yes,259,300,Unknown,1,Semiurban,N
LN5937,Customer_6037,Other,No,3,Not Graduate,No,41097,15096,Yes,495,120,Unknown,1,Semiurban,Y
LN5938,Customer_6038,Female,Yes,1,Graduate,Yes,53723,318810,Yes,604,300,Unknown,1,Semiurban,Y
LN5939,Customer_6039,Female,No,0,Not Graduate,Yes,51739,30109,Yes,472,300,Unknown,0,Rural,N
LN5940,Customer_6040,Male,Yes,0,Not Graduate,Yes,14696,19257,Yes,182,60,Unknown,0,Urban,Y
