,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Owns_House,Property_Area,Loan_Status,Has_CreditCard
6360,Other,No,0,Not Graduate,Yes,52508,2939,589,120,1,Semiurban,Y,Yes
6361,Female,Yes,1,Graduate,Yes,3579,30550,324,360,0,Semiurban,Y,Yes
6362,Male,Yes,1,Graduate,No,15587,11670,633,360,1,Urban,Y,Yes
6363,Other,No,0,Not Graduate,No,69181,41500,411,240,1,Semiurban,Y,Yes
6364,Female,Yes,2,Not Graduate,Yes,51470,29606,449,180,0,Urban,N,Yes
6365,Female,Yes,2,Graduate,No,74799,14431,632,300,0,Urban,N,Yes
6366,Male,No,2,Not Graduate,Yes,18928,9049,612,240,0,Urban,N,Yes
6367,Male,No,3,Graduate,No,46591,31693,133,360,0,Semiurban,N,Yes
6368,Other,Yes,0,Graduate,No,34901,11028,615,360,0,Urban,N,Yes
6369,Female,No,3,Not Graduate,No,11499,39226,684,240,1,Urban,N,Yes
6370,Male,No,1,Graduate,No,3233,34520,276,240,1,Urban,N,Yes
6371,Other,Yes,1,Not Graduate,No,25418,29587,66,60,1,Rural,N,Yes
6372,Female,Yes,2,Graduate,No,62566,18050,269,240,1,Rural,Y,Yes
6373,Female,No,2,Graduate,No,18246,1863,633,360,0,Urban,N,Yes
6374,Other,Yes,1,Graduate,Yes,41785,4461,501,60,0,Semiurban,N,Yes
6375,Other,Yes,2,Graduate,No,37503,46904,675,300,1,Semiurban,Y,Yes
6376,Male,No,2,Graduate,Yes,7277,43373,519,360,1,Rural,Y,Yes
6377,Female,No,1,Graduate,No,69477,37980,400,240,0,Rural,N,Yes
6378,Female,No,3,Not Graduate,No,3349,2118,690,180,0,Semiurban,Y,Yes
6379,Female,No,2,Graduate,No,69941,12613,154,300,1,Urban,Y,Yes
6380,Other,Yes,3,Graduate,Yes,16508,38394,319,60,0,Rural,Y,Yes
6381,Male,Yes,2,Graduate,Yes,70081,42309,113,60,0,Urban,N,Yes
6382,Female,No,0,Not Graduate,Yes,62095,27467,201,120,0,Rural,Y,Yes
6383,Other,No,3,Graduate,Yes,31957,7358,488,60,1,Semiurban,N,Yes
6385,Male,No,2,Graduate,No,7288,42030,249,300,0,Rural,N,Yes
6386,Female,Yes,3,Not Graduate,Yes,28744,18137,630,300,0,Rural,N,Yes
6388,Male,No,1,Not Graduate,Yes,24091,28434,50,300,1,Semiurban,Y,Yes
6389,Female,No,0,Graduate,No,3900,29922,635,60,1,Rural,N,Yes
6390,Female,Yes,1,Graduate,No,49702,39128,201,360,0,Urban,N,Yes
6391,Male,Yes,0,Graduate,No,22725,47404,410,180,0,Semiurban,N,Yes
6392,Other,Yes,0,Not Graduate,Yes,31722,44447,419,300,1,Urban,Y,Yes
6393,Male,Yes,3,Graduate,No,27078,45981,612,60,1,Semiurban,Y,Yes
6394,Female,No,0,Not Graduate,Yes,21059,31572,307,360,0,Urban,N,Yes
6395,Female,Yes,2,Not Graduate,No,21161,27517,571,60,0,Semiurban,Y,Yes
6396,Other,Yes,2,Graduate,No,73701,20649,152,60,0,Urban,N,Yes
6397,Male,Yes,2,Graduate,No,13687,34156,695,60,1,Rural,N,Yes
6398,Male,No,2,Not Graduate,No,11694,29927,239,240,1,Semiurban,N,Yes
6399,Male,No,3,Graduate,No,42518,11591,627,300,1,Urban,Y,Yes
6400,Female,Yes,2,Not Graduate,Yes,33641,25832,313,120,1,Rural,Y,Yes
6401,Male,Yes,0,Not Graduate,Yes,61843,45737,236,120,1,Rural,Y,Yes
6402,Other,No,2,Graduate,No,43728,20102,697,180,1,Semiurban,Y,Yes
6403,Female,No,3,Graduate,Yes,53087,6914,656,240,0,Urban,N,Yes
6404,Female,Yes,1,Graduate,No,46551,38289,554,360,1,Rural,N,Yes
6405,Male,No,0,Graduate,No,73692,10875,427,300,0,Rural,N,Yes
6406,Other,Yes,0,Graduate,No,58433,425,394,360,1,Semiurban,Y,Yes
6407,Female,No,3,Graduate,No,59561,30600,255,120,0,Rural,N,Yes
6408,Female,Yes,1,Graduate,No,8364,44984,282,240,1,Urban,Y,Yes
6410,Male,No,1,Graduate,No,27053,6918,418,300,0,Rural,N,Yes
6411,Other,Yes,0,Graduate,Yes,43072,7008,389,240,0,Semiurban,Y,Yes
6412,Male,No,0,Graduate,Yes,4210,41176,617,300,1,Rural,Y,Yes
6413,Other,No,0,Graduate,No,44589,39081,610,300,1,Rural,Y,Yes
6414,Female,No,1,Not Graduate,Yes,41966,8801,588,240,1,Urban,Y,Yes
6415,Other,Yes,2,Graduate,No,29070,12645,131,240,1,Semiurban,Y,Yes
6416,Other,Yes,0,Not Graduate,Yes,69643,32953,597,60,0,Semiurban,Y,Yes
6417,Other,Yes,3,Not Graduate,Yes,14246,25300,517,300,1,Semiurban,Y,Yes
6418,Female,No,2,Not Graduate,No,22199,13157,423,120,1,Semiurban,N,Yes
6419,Male,Yes,0,Not Graduate,No,42829,9015,283,300,0,Semiurban,N,Yes
6421,Male,Yes,3,Graduate,No,3169,16273,128,60,1,Semiurban,N,Yes
6422,Other,Yes,1,Not Graduate,Yes,15949,45734,346,180,0,Rural,Y,Yes
6423,Other,No,0,Not Graduate,No,50313,28465,285,360,1,Urban,Y,Yes
6424,Other,Yes,3,Graduate,Yes,63131,17568,589,300,0,Semiurban,N,Yes
6425,Other,No,0,Not Graduate,Yes,44764,24759,241,60,0,Rural,Y,Yes
6426,Other,No,0,Graduate,Yes,33899,19992,662,360,0,Rural,N,Yes
6427,Male,No,1,Graduate,No,50740,14477,96,300,0,Urban,N,Yes
6428,Male,No,1,Graduate,Yes,68490,36534,578,60,1,Semiurban,Y,Yes
6429,Other,Yes,2,Graduate,No,26281,9811,464,300,1,Semiurban,Y,Yes
6430,Female,Yes,3,Not Graduate,No,71570,37094,394,60,1,Urban,Y,Yes
6431,Female,Yes,3,Not Graduate,No,16328,24019,573,180,0,Rural,N,Yes
6432,Other,No,1,Not Graduate,No,47047,16262,325,240,0,Semiurban,Y,Yes
6433,Male,Yes,0,Graduate,No,22796,74350,452,60,0,Semiurban,N,Yes
6434,Female,No,2,Graduate,Yes,73524,734,310,120,0,Urban,Y,Yes
6435,Female,Yes,1,Graduate,No,58251,32925,303,60,1,Rural,Y,Yes
6436,Female,Yes,2,Not Graduate,No,3791,38072,64,240,0,Rural,Y,Yes
6437,Other,Yes,2,Graduate,Yes,15333,49146,586,360,1,Rural,N,Yes
6438,Female,No,3,Not Graduate,Yes,39609,32759,212,360,1,Semiurban,Y,Yes
6439,Female,Yes,2,Not Graduate,No,63558,7764,157,300,0,Rural,N,Yes
6440,Female,No,3,Graduate,No,71892,17459,112,240,1,Urban,Y,Yes
6441,Female,No,0,Graduate,No,43290,5122,292,180,1,Urban,Y,Yes
6442,Male,No,0,Graduate,Yes,7925,47180,352,120,1,Urban,N,Yes
6443,Other,Yes,1,Graduate,No,13764,30342,165,240,0,Urban,N,Yes
6444,Other,Yes,0,Graduate,No,57226,42821,369,300,1,Rural,Y,Yes
6445,Male,No,3,Not Graduate,Yes,42468,40958,71,360,0,Urban,N,Yes
6446,Male,No,2,Not Graduate,Yes,5094,23135,513,240,1,Semiurban,Y,Yes
6447,Other,No,2,Graduate,Yes,48583,2964,512,360,1,Semiurban,N,Yes
6448,Female,No,0,Graduate,No,52021,25464,539,60,1,Semiurban,Y,Yes
6449,Female,No,3,Graduate,No,74786,13578,667,300,1,Rural,Y,Yes
6450,Other,Yes,2,Not Graduate,No,18362,46385,385,360,0,Rural,N,Yes
6451,Female,Yes,0,Not Graduate,Yes,44575,24406,432,300,0,Rural,N,Yes
6452,Male,Yes,3,Not Graduate,Yes,49021,37893,179,60,1,Rural,N,Yes
6453,Female,No,3,Not Graduate,No,15185,1133,175,120,1,Urban,N,Yes
6454,Female,No,2,Graduate,Yes,42771,37006,419,180,1,Urban,Y,Yes
6455,Female,Yes,1,Not Graduate,Yes,38069,5786,420,360,0,Urban,N,Yes
6456,Other,Yes,1,Not Graduate,Yes,46190,28878,458,240,1,Urban,N,Yes
6457,Male,No,3,Graduate,Yes,73805,41125,310,120,1,Urban,Y,Yes
6458,Female,No,3,Graduate,No,12764,14595,77,180,0,Urban,N,Yes
6459,Other,No,0,Not Graduate,No,30113,22477,499,240,1,Semiurban,N,Yes
6460,Female,Yes,3,Graduate,Yes,19888,11948,576,60,0,Rural,N,Yes
6462,Female,No,0,Graduate,Yes,54013,11403,425,300,1,Urban,Y,Yes
6464,Female,Yes,3,Not Graduate,Yes,23715,39079,575,240,1,Urban,Y,Yes
6465,Male,No,3,Graduate,No,45579,35923,81,240,1,Urban,Y,Yes
6466,Female,Yes,0,Graduate,Yes,5906,16804,93,240,0,Urban,N,Yes
6467,Male,No,2,Not Graduate,No,14808,9921,503,120,1,Rural,Y,Yes
6468,Female,No,3,Not Graduate,No,24112,35603,397,180,0,Rural,N,Yes
6469,Female,Yes,1,Graduate,Yes,67945,2085,165,300,1,Semiurban,Y,Yes
6470,Other,No,2,Graduate,No,70105,39837,684,60,0,Semiurban,N,Yes
6471,Other,Yes,1,Not Graduate,Yes,68675,23854,421,120,1,Urban,Y,Yes
6472,Male,No,3,Graduate,Yes,73219,35153,515,120,0,Semiurban,N,Yes
6473,Female,Yes,2,Not Graduate,Yes,29419,26353,491,120,1,Semiurban,N,Yes
6474,Male,No,3,Graduate,No,14156,18761,663,300,0,Semiurban,N,Yes
6475,Other,Yes,3,Not Graduate,No,8062,28870,53,300,1,Urban,Y,Yes
6476,Male,Yes,2,Graduate,No,56817,12292,420,60,0,Urban,Y,Yes
6477,Male,No,3,Not Graduate,Yes,30745,1455,493,120,1,Rural,Y,Yes
6478,Other,Yes,2,Graduate,No,37940,13682,287,120,1,Urban,Y,Yes
6479,Female,No,3,Graduate,No,25463,13182,108,60,1,Rural,N,Yes
6480,Male,Yes,0,Graduate,No,39188,1890,380,360,1,Semiurban,Y,Yes
6481,Other,No,1,Graduate,Yes,74813,47206,565,300,0,Semiurban,Y,Yes
6482,Female,No,0,Not Graduate,No,37017,41609,445,240,0,Urban,N,Yes
6483,Other,No,3,Graduate,Yes,33244,35196,352,180,1,Rural,Y,Yes
6485,Female,Yes,3,Not Graduate,No,17903,29250,278,180,0,Semiurban,N,Yes
6486,Female,No,0,Graduate,No,57086,31635,189,60,1,Semiurban,Y,Yes
6487,Other,No,3,Not Graduate,Yes,39652,40816,103,120,0,Rural,N,Yes
6488,Other,No,2,Graduate,Yes,10254,7282,491,60,0,Rural,N,Yes
6489,Other,No,1,Not Graduate,No,72827,39961,624,300,1,Urban,Y,Yes
6490,Female,No,3,Graduate,No,64631,15918,192,360,1,Urban,Y,Yes
6491,Female,Yes,3,Graduate,Yes,48577,10446,617,360,0,Semiurban,Y,Yes
6492,Male,No,1,Not Graduate,Yes,62019,16456,634,60,0,Semiurban,N,Yes
6493,Female,Yes,1,Not Graduate,No,23467,29954,146,180,0,Urban,N,Yes
6494,Male,Yes,1,Graduate,No,68233,3457,641,240,0,Rural,Y,Yes
6495,Other,No,0,Not Graduate,Yes,3372,16296,320,240,0,Rural,Y,Yes
6496,Other,No,0,Graduate,No,74387,36853,179,240,1,Rural,Y,Yes
6497,Female,Yes,3,Graduate,Yes,74564,43037,574,240,0,Urban,Y,Yes
6498,Other,Yes,1,Not Graduate,No,66615,40356,566,360,1,Rural,Y,Yes
6500,Female,No,3,Not Graduate,No,62147,46600,593,300,0,Semiurban,N,Yes
6501,Male,Yes,3,Graduate,No,66769,29192,230,360,1,Rural,Y,Yes
6502,Female,Yes,0,Graduate,Yes,27131,15223,667,300,1,Rural,Y,Yes
6503,Male,No,1,Graduate,No,25734,20880,286,300,0,Urban,N,Yes
6504,Female,Yes,3,Not Graduate,No,37100,38551,561,60,0,Rural,N,Yes
6505,Female,No,0,Graduate,No,17738,30663,582,120,0,Rural,N,Yes
6506,Other,Yes,2,Graduate,No,51799,10228,487,360,1,Urban,Y,Yes
6507,Female,No,2,Not Graduate,No,50429,4749,274,240,1,Urban,Y,Yes
6508,Female,Yes,3,Graduate,No,3755,5045,252,180,0,Rural,N,Yes
6509,Male,No,3,Not Graduate,Yes,65716,33615,90,300,0,Semiurban,Y,Yes
6510,Other,No,1,Not Graduate,No,72061,26071,185,180,0,Urban,N,Yes
6511,Male,Yes,1,Not Graduate,Yes,32884,34163,533,240,1,Urban,Y,Yes
6512,Male,No,3,Graduate,Yes,4796,22958,82,300,1,Urban,Y,Yes
6513,Other,Yes,0,Not Graduate,Yes,16754,16922,78,300,0,Urban,N,Yes
6515,Other,No,1,Not Graduate,No,70713,30177,106,360,0,Urban,N,Yes
6516,Female,No,1,Graduate,No,70586,30426,377,120,1,Urban,Y,Yes
6517,Other,No,0,Not Graduate,No,54141,14113,494,180,1,Rural,Y,Yes
6518,Other,No,3,Not Graduate,Yes,41577,10386,520,60,0,Semiurban,N,Yes
6519,Other,No,1,Not Graduate,No,57765,901,419,60,1,Semiurban,Y,Yes
6520,Male,No,3,Graduate,Yes,27841,25245,420,240,0,Semiurban,N,Yes
6521,Male,Yes,1,Not Graduate,Yes,28498,18267,687,120,1,Urban,Y,Yes
6522,Female,Yes,2,Graduate,No,70229,8331,685,60,1,Urban,Y,Yes
6523,Male,No,2,Graduate,Yes,66914,10860,421,60,1,Semiurban,Y,Yes
6524,Female,No,2,Graduate,Yes,54203,11110,539,120,1,Rural,Y,Yes
6525,Male,No,1,Graduate,Yes,17838,20543,302,60,1,Urban,N,Yes
6526,Other,Yes,0,Graduate,Yes,64671,42254,535,360,0,Semiurban,Y,Yes
6527,Male,No,2,Graduate,No,72703,30393,307,60,1,Semiurban,Y,Yes
6528,Female,Yes,1,Not Graduate,Yes,25615,11074,488,300,0,Semiurban,N,Yes
6529,Male,No,3,Not Graduate,Yes,56775,29702,651,240,0,Semiurban,N,Yes
6530,Other,No,2,Graduate,Yes,44845,17800,67,120,0,Rural,N,Yes
6531,Female,No,0,Graduate,No,41907,11264,268,120,1,Urban,N,Yes
6532,Other,No,0,Not Graduate,No,34158,44292,561,180,1,Rural,Y,Yes
6533,Other,No,0,Not Graduate,Yes,68043,21347,227,240,1,Rural,Y,Yes
6534,Female,Yes,3,Graduate,No,56176,21505,258,60,1,Urban,Y,Yes
6535,Other,No,3,Not Graduate,No,58421,35350,576,240,0,Rural,N,Yes
6536,Other,Yes,0,Graduate,No,36330,16742,284,120,1,Urban,Y,Yes
6537,Male,Yes,0,Not Graduate,No,51145,1500,184,300,1,Urban,Y,Yes
6538,Other,No,0,Not Graduate,Yes,58244,40887,258,240,0,Semiurban,N,Yes
6539,Other,No,3,Not Graduate,Yes,43564,30117,260,240,1,Rural,Y,Yes
6540,Other,No,3,Not Graduate,No,52496,814,601,180,0,Rural,N,Yes
6541,Other,Yes,1,Not Graduate,No,65469,41555,322,180,0,Urban,N,Yes
6542,Female,Yes,2,Graduate,No,5716,14539,209,60,0,Semiurban,N,Yes
6543,Male,Yes,3,Graduate,No,35361,37834,193,180,0,Semiurban,N,Yes
6544,Other,No,0,Not Graduate,No,30254,11187,557,60,0,Semiurban,Y,Yes
6545,Other,Yes,2,Graduate,No,45632,6086,383,60,1,Urban,Y,Yes
6546,Female,Yes,3,Graduate,No,66141,39062,551,300,1,Urban,N,Yes
6547,Other,Yes,2,Not Graduate,Yes,24277,11510,493,300,1,Rural,Y,Yes
6548,Female,No,1,Graduate,Yes,20503,37342,135,240,0,Rural,N,Yes
6549,Male,Yes,3,Graduate,No,35235,34832,229,300,1,Urban,Y,Yes
6550,Male,Yes,0,Not Graduate,No,24687,14200,129,180,1,Rural,N,Yes
6551,Other,No,0,Graduate,Yes,51409,26113,610,300,0,Rural,Y,Yes
6552,Other,No,1,Not Graduate,Yes,43098,40132,203,240,1,Rural,N,Yes
6553,Other,No,1,Not Graduate,No,36550,30141,228,120,1,Urban,Y,Yes
6554,Female,Yes,1,Graduate,Yes,35864,34132,348,360,1,Urban,Y,Yes
6555,Other,Yes,1,Not Graduate,Yes,11778,43788,375,300,1,Urban,Y,Yes
6556,Other,Yes,1,Graduate,No,32783,16650,58,120,0,Urban,N,Yes
6557,Male,No,3,Graduate,Yes,58813,13408,477,240,0,Rural,N,Yes
6558,Other,Yes,3,Not Graduate,No,48596,13594,241,120,0,Rural,Y,Yes
6559,Male,No,2,Graduate,Yes,24295,42230,139,120,0,Urban,N,Yes
6560,Other,No,1,Graduate,No,21622,8226,51,120,1,Rural,N,Yes
6561,Male,Yes,0,Graduate,Yes,52081,37649,469,60,1,Rural,Y,Yes
6562,Other,Yes,0,Graduate,Yes,28492,32212,52,180,0,Rural,N,Yes
6563,Male,Yes,1,Graduate,No,22733,67,454,300,0,Rural,N,Yes
6564,Female,No,1,Graduate,Yes,15372,16572,541,120,0,Semiurban,N,Yes
6565,Male,No,1,Graduate,Yes,38256,45663,314,240,0,Semiurban,N,Yes
6566,Male,Yes,1,Not Graduate,No,55945,49834,292,360,0,Urban,N,Yes
6567,Male,No,1,Graduate,Yes,67683,13232,409,60,1,Urban,Y,Yes
6568,Other,Yes,0,Not Graduate,Yes,21225,11146,244,360,1,Rural,N,Yes
6569,Other,Yes,2,Not Graduate,No,61546,35906,548,360,0,Semiurban,N,Yes
6570,Other,Yes,1,Graduate,No,11064,46002,617,60,0,Urban,N,Yes
6571,Female,No,1,Not Graduate,No,16986,42291,666,180,1,Urban,Y,Yes
6572,Female,No,1,Not Graduate,No,44689,3190,262,300,0,Semiurban,N,Yes
6573,Male,Yes,3,Not Graduate,No,68852,33620,203,360,1,Urban,Y,Yes
6574,Female,Yes,0,Graduate,No,59605,16042,95,180,0,Urban,N,Yes
6575,Male,No,0,Not Graduate,No,35843,7353,230,240,1,Semiurban,Y,Yes
6576,Male,Yes,2,Not Graduate,No,47006,29645,621,240,1,Rural,Y,Yes
6577,Male,No,3,Not Graduate,Yes,35195,23621,275,180,1,Semiurban,Y,Yes
6578,Female,Yes,3,Not Graduate,Yes,3203,27634,81,300,0,Urban,N,Yes
6579,Other,No,3,Not Graduate,No,43663,25332,396,240,0,Semiurban,N,Yes
6580,Female,Yes,2,Not Graduate,Yes,49814,44956,495,60,1,Rural,Y,Yes
6581,Male,No,2,Graduate,No,48248,42267,224,300,1,Urban,Y,Yes
6582,Male,Yes,2,Not Graduate,Yes,10460,13930,655,180,1,Urban,Y,Yes
6583,Female,No,3,Not Graduate,Yes,60230,30641,179,240,0,Urban,N,Yes
6584,Male,No,0,Graduate,No,59076,2595,346,240,1,Rural,N,Yes
6585,Male,No,3,Graduate,Yes,57710,21851,301,120,1,Urban,Y,Yes
6586,Female,No,2,Not Graduate,Yes,66788,1218,501,60,0,Urban,N,Yes
6588,Female,No,1,Graduate,No,34935,8675,533,60,0,Semiurban,N,Yes
6589,Male,No,3,Not Graduate,Yes,5663,21067,406,360,1,Rural,N,Yes
6590,Male,Yes,3,Not Graduate,Yes,44391,23831,673,120,0,Semiurban,N,Yes
6591,Other,No,0,Graduate,No,22546,24384,207,180,1,Urban,N,Yes
6592,Other,Yes,0,Not Graduate,Yes,3038,40527,618,360,0,Rural,N,Yes
6593,Female,No,0,Graduate,Yes,50812,28564,594,360,0,Rural,N,Yes
6595,Male,No,0,Not Graduate,Yes,13318,16665,692,300,0,Rural,N,Yes
6597,Male,No,2,Graduate,No,64243,35234,558,60,0,Semiurban,N,Yes
6599,Female,Yes,3,Not Graduate,Yes,26783,36943,638,120,0,Rural,N,Yes
6600,Male,Yes,3,Not Graduate,No,39902,37689,144,120,1,Urban,Y,Yes
6601,Other,No,1,Graduate,Yes,39539,43689,326,360,0,Rural,N,Yes
6602,Female,No,0,Graduate,Yes,74074,39324,584,240,1,Semiurban,Y,Yes
6603,Female,Yes,3,Graduate,No,51949,28040,166,300,1,Urban,N,Yes
6604,Other,Yes,2,Graduate,No,71793,2936,505,300,1,Rural,Y,Yes
6605,Other,No,0,Graduate,No,49543,25927,409,60,1,Urban,Y,Yes
6606,Male,No,2,Graduate,Yes,14398,25328,79,360,0,Urban,N,Yes
6607,Other,No,3,Not Graduate,Yes,17772,43265,374,240,1,Urban,Y,Yes
6608,Other,No,0,Graduate,Yes,67114,44398,123,60,0,Semiurban,N,Yes
6609,Other,No,1,Graduate,Yes,6569,30900,468,60,1,Semiurban,N,Yes
6610,Male,No,3,Graduate,No,53396,25412,312,60,0,Urban,N,Yes
6611,Male,Yes,2,Graduate,No,69193,6139,495,120,0,Urban,N,Yes
6612,Female,No,0,Not Graduate,Yes,23840,46520,600,120,0,Semiurban,N,Yes
6613,Male,No,2,Graduate,Yes,58220,14098,453,60,1,Semiurban,Y,Yes
6614,Female,Yes,2,Not Graduate,No,30619,10258,153,240,0,Semiurban,Y,Yes
6615,Other,Yes,1,Graduate,No,67258,19385,489,120,1,Semiurban,Y,Yes
6616,Female,Yes,1,Not Graduate,Yes,66900,38767,192,300,0,Semiurban,N,Yes
6617,Female,Yes,3,Graduate,No,48384,5074,256,300,1,Semiurban,N,Yes
6618,Other,No,1,Graduate,Yes,32917,25008,595,300,1,Rural,Y,Yes
6619,Female,Yes,1,Graduate,Yes,74499,21932,310,360,1,Semiurban,Y,Yes
6620,Male,Yes,3,Graduate,Yes,73071,20731,132,120,1,Urban,Y,Yes
6621,Male,No,3,Not Graduate,Yes,59425,38887,312,360,0,Rural,N,Yes
6622,Male,Yes,3,Not Graduate,No,47586,13083,221,120,0,Semiurban,Y,Yes
6623,Male,Yes,3,Graduate,No,64321,11825,411,300,1,Semiurban,N,Yes
6624,Female,No,2,Graduate,Yes,67396,40828,91,300,1,Semiurban,Y,Yes
6625,Female,No,2,Not Graduate,Yes,70512,22326,323,240,1,Semiurban,Y,Yes
6627,Female,No,3,Not Graduate,Yes,65272,11149,181,180,1,Urban,N,Yes
6628,Female,No,0,Graduate,Yes,50055,43745,502,360,0,Rural,N,Yes
6629,Female,No,0,Not Graduate,No,3937,8412,474,300,0,Urban,N,Yes
6630,Other,No,0,Graduate,Yes,20673,26736,658,240,0,Semiurban,N,Yes
6631,Male,Yes,1,Graduate,No,51582,48276,102,240,0,Semiurban,N,Yes
6632,Female,Yes,2,Not Graduate,Yes,32500,21039,446,300,0,Rural,N,Yes
6633,Other,No,2,Graduate,Yes,60856,21561,243,120,0,Rural,N,Yes
6635,Other,No,0,Not Graduate,Yes,70052,20192,513,120,1,Urban,Y,Yes
6636,Male,Yes,2,Graduate,No,49340,40642,404,240,0,Rural,Y,Yes
6637,Female,No,1,Not Graduate,No,46042,48145,222,360,1,Rural,N,Yes
6638,Other,Yes,0,Not Graduate,No,74706,49931,389,120,0,Urban,Y,Yes
6639,Male,No,3,Not Graduate,Yes,29507,40653,242,240,1,Rural,Y,Yes
6640,Other,Yes,0,Graduate,No,5353,37499,479,300,1,Urban,Y,Yes
6641,Other,No,2,Not Graduate,Yes,14999,47780,436,180,1,Semiurban,Y,Yes
6642,Other,Yes,2,Not Graduate,Yes,66134,31379,517,300,0,Urban,N,Yes
6643,Other,Yes,0,Graduate,No,3580,24339,380,120,1,Rural,Y,Yes
6644,Other,No,0,Graduate,Yes,73086,40334,576,60,1,Semiurban,Y,Yes
6645,Male,Yes,3,Not Graduate,Yes,48248,35048,478,300,0,Rural,N,Yes
6646,Female,Yes,3,Graduate,No,65249,14360,265,300,1,Urban,N,Yes
6647,Female,Yes,1,Graduate,No,46147,30096,325,60,0,Rural,N,Yes
6648,Female,Yes,1,Graduate,Yes,39884,32038,157,180,1,Rural,Y,Yes
6649,Female,Yes,3,Graduate,No,19428,40887,305,60,0,Urban,N,Yes
6650,Male,No,1,Graduate,No,10647,3508,128,300,0,Semiurban,N,Yes
6651,Male,No,1,Not Graduate,No,71079,2118,439,240,1,Semiurban,Y,Yes
6652,Male,Yes,0,Not Graduate,Yes,73314,45015,579,360,0,Rural,N,Yes
6653,Other,No,3,Not Graduate,Yes,66153,14360,391,180,1,Urban,Y,Yes
6654,Other,Yes,0,Graduate,No,56546,36213,354,120,0,Rural,N,Yes
6655,Other,No,0,Graduate,Yes,55704,31957,258,240,1,Semiurban,Y,Yes
6656,Female,Yes,1,Not Graduate,Yes,33033,31260,60,120,1,Urban,N,Yes
6657,Other,Yes,0,Not Graduate,No,70737,35586,195,180,0,Rural,N,Yes
6658,Female,Yes,2,Not Graduate,No,34000,39347,84,180,1,Rural,Y,Yes
6659,Other,Yes,1,Graduate,No,15629,49828,616,300,0,Urban,N,Yes
6660,Female,No,2,Not Graduate,Yes,64525,43102,400,60,1,Rural,N,Yes
6661,Other,No,1,Graduate,Yes,39426,9605,589,180,0,Semiurban,Y,Yes
6662,Other,No,0,Not Graduate,Yes,9922,6363,158,120,0,Urban,N,Yes
6663,Male,Yes,1,Not Graduate,Yes,72822,25481,73,180,1,Rural,Y,Yes
6664,Other,No,2,Graduate,No,72472,38155,548,360,0,Semiurban,N,Yes
6665,Other,No,1,Graduate,No,64049,46573,421,300,0,Semiurban,Y,Yes
6666,Male,Yes,2,Not Graduate,No,10721,22133,214,180,1,Semiurban,Y,Yes
6667,Female,Yes,3,Not Graduate,No,43957,46145,446,360,0,Rural,N,Yes
6668,Male,Yes,0,Not Graduate,No,56159,22720,321,120,1,Rural,N,Yes
6669,Male,No,2,Graduate,Yes,70714,38759,673,120,1,Urban,Y,Yes
6670,Female,No,3,Graduate,No,12747,48674,476,360,1,Urban,Y,Yes
6671,Other,Yes,0,Not Graduate,Yes,24318,12183,122,360,1,Urban,Y,Yes
6672,Female,No,3,Not Graduate,Yes,29619,10414,99,60,0,Urban,Y,Yes
6673,Other,Yes,2,Not Graduate,No,50746,111,672,180,0,Urban,N,Yes
6674,Other,No,0,Graduate,Yes,10338,3379,574,300,0,Semiurban,N,Yes
6675,Female,Yes,3,Not Graduate,Yes,69704,3151,120,300,0,Urban,N,Yes
6676,Male,No,2,Not Graduate,No,59500,40413,541,240,0,Semiurban,N,Yes
6677,Female,No,3,Graduate,Yes,69483,8604,523,360,1,Rural,Y,Yes
6678,Other,No,0,Not Graduate,No,14323,45028,250,120,0,Urban,N,Yes
6679,Female,Yes,0,Not Graduate,No,71163,2651,73,240,1,Semiurban,N,Yes
6680,Female,Yes,0,Graduate,Yes,21919,29631,518,360,1,Rural,N,Yes
6681,Other,Yes,2,Graduate,Yes,21656,16308,486,360,0,Urban,N,Yes
6682,Male,No,3,Not Graduate,No,56956,24761,263,240,1,Urban,Y,Yes
6683,Female,Yes,3,Graduate,Yes,19544,9768,344,300,0,Rural,Y,Yes
6684,Other,No,2,Graduate,No,53936,3158,196,360,1,Urban,Y,Yes
6685,Other,Yes,0,Graduate,No,62288,23775,431,60,0,Rural,N,Yes
6686,Female,Yes,1,Graduate,No,22566,36845,478,240,0,Urban,Y,Yes
6687,Male,No,0,Graduate,No,17880,32818,465,180,0,Rural,Y,Yes
6688,Female,No,1,Graduate,No,55776,15485,54,180,0,Semiurban,N,Yes
6689,Male,Yes,0,Graduate,No,14936,29219,439,120,1,Semiurban,N,Yes
6690,Male,Yes,2,Not Graduate,Yes,15198,32871,56,300,1,Rural,Y,Yes
6691,Male,No,1,Graduate,No,11376,31255,539,240,1,Rural,N,Yes
6692,Male,No,2,Graduate,Yes,70432,21787,378,300,0,Semiurban,N,Yes
6693,Female,Yes,1,Graduate,Yes,38172,24611,325,300,1,Semiurban,Y,Yes
6694,Other,No,3,Graduate,Yes,20116,24852,289,240,1,Semiurban,Y,Yes
6695,Other,Yes,1,Not Graduate,No,66295,38583,53,360,1,Semiurban,Y,Yes
6696,Other,Yes,1,Not Graduate,No,12813,48793,155,180,0,Urban,N,Yes
6697,Other,Yes,1,Graduate,Yes,54313,7153,89,120,1,Semiurban,Y,Yes
6698,Other,No,3,Not Graduate,No,23232,39093,626,360,1,Semiurban,Y,Yes
